,price,location,area,facing,no_of_bedroom,no_of_bathroom,no_of_livingroom,no_of_kitchen,parking,road_size,furniture,floors
1004,25000000,Imadol,898.44,East,6.0,3.0,1.0,2.0,12,10.0,,3.5
1005,32000000,Near,3080.0,South,1.0,2.0,10.0,2.0,0,32.0,,2.5
1006,65000000,Bhangal,642.2456,West,6.0,5.0,11.0,2.0,0,13.0,,3.5
1012,45000000,Budhanilkantha,6.25,North,8.0,5.0,1.0,2.0,13+,14.0,,2.5
1013,19500000,"Imadol,Lalitpur",116.19575,East,4.0,3.0,8.0,2.0,0,20.0,,2.5
1014,19000000,Lubhu,1000.0,East,5.0,3.0,8.0,2.0,0,13.0,,2.5
1015,24000000,Radhe,800.0,North,4.0,4.0,1.0,2.0,0,7.5,,4.0
1016,21000000,Satdobato,169.012,East,8.0,3.0,2.0,2.0,11,6.0,,3.0
1017,27000000,Shankhamul,2.5,West,3.0,1.0,8.0,2.0,0,20.0,,4.5
1018,25000000,BASUNDHARA,169.012,South,6.0,4.0,1.0,3.0,10,13.0,,3.5
1020,58000000,Dhapasi,9.24,North,5.0,5.0,14.0,2.0,0,6.0,,3.5
1021,23500000,Chasidol,169.012,West,6.0,3.0,2.0,2.0,13+,13.0,,3.0
1025,23500000,Hattiban,1197.87,South,5.0,3.0,8.0,2.0,0,13.0,,2.5
1027,35000000,Basundhara,232.3915,East,2.0,1.0,8.0,2.0,0,13.0,,2.5
1028,60000000,Hupra,1500.0,East,8.0,4.0,1.0,2.0,0,20.0,,3.0
1031,24000000,Imadol,148.149,East,4.0,3.0,8.0,2.0,0,13.0,,2.5
1032,19000000,Imadol,126.759,South,4.0,3.0,7.0,2.0,0,13.0,,2.5
1033,30000000,Swoyambhu,295.771,East,1.0,1.0,1.0,2.0,0,13.0,,3.0
1034,13000000,Jharuwarashi,169.012,West,3.0,2.0,5.0,2.0,0,12.0,,2.0
1036,17000000,Checkpost,5.0,East,7.0,2.0,1.0,1.0,9,13.0,,2.0
1039,25000000,Hattiban,700.0,North,6.0,3.0,11.0,2.0,0,20.0,,3.0
1040,68000000,Budhanilkantha,304.2216,South,6.0,5.0,11.0,2.0,0,16.0,,1.0
1041,37000000,Bhaisepati,211.265,East,4.0,4.0,1.0,2.0,0,16.0,,2.5
1042,391000000,Maitidevi,1436.602,East,1.0,1.0,1.0,2.0,0,13.0,,1.0
1044,65000000,Koteshwor,388.7276,South,6.0,3.0,1.0,2.0,0,16.0,,3.5
1045,39000000,Khumaltar,177.4626,East,4.0,4.0,1.0,2.0,0,16.0,,2.5
1046,24000000,Budhanilkantha,169.012,East,1.0,1.0,1.0,2.0,0,20.0,,1.0
1047,27000000,Balwakhani,1440.0,East,3.0,3.0,7.0,2.0,0,12.0,,2.5
1050,69500000,Bhaisepati,261.9686,South,6.0,3.0,1.0,2.0,0,20.0,,2.5
1051,23000000,Budhanilkantha,147.8855,East,4.0,3.0,1.0,2.0,0,16.0,,3.0
1052,16000000,Chunikhel,3.1,North,2.0,1.0,4.0,2.0,0,13.0,,2.0
1053,40000000,Hanumanghat,1863.0,South,1.0,4.0,15.0,2.0,0,12.0,,3.5
1054,35000000,"Taukhel,",4.0,West,5.0,4.0,11.0,2.0,0,13.0,,1.0
1055,22500000,Balkumari,126.759,West,7.0,1.0,11.0,2.0,0,13.0,,3.5
1057,16000000,Hattiban,126.759,East,1.0,1.0,1.0,2.0,0,20.0,,3.0
1059,26000000,Balaju,190.1385,East,4.0,3.0,8.0,2.0,0,13.0,,2.5
1061,23500000,10,422.53,West,6.0,2.0,1.0,2.0,0,13.0,,2.5
1063,35000000,Bhaisapati,147.8855,East,4.0,4.0,1.0,2.0,0,13.0,,1.0
1065,25000000,Gokarna,318.215,East,8.0,3.0,3.0,1.0,12,44.0,,2.5
1068,16000000,Harisiddhi,147.8855,East,4.0,3.0,1.0,3.0,8,13.0,,2.5
1069,4200000,Makwanpur,1200.0,East,4.0,1.0,3.0,2.0,0,13.0,,1.0
1070,40000000,Hattigauda,382.385,South,8.0,6.0,1.0,3.0,14,28.0,,4.0
1072,35000000,Saurahachowk,1822.5,East,8.0,5.0,15.0,2.0,0,20.0,,3.5
1073,65000000,Grande,338.024,West,5.0,5.0,8.0,2.0,0,18.0,,3.0
1074,9000000,Samanthali,3.1,North,3.0,2.0,6.0,2.0,0,10.0,,1.5
1075,19499988,Kalanki,1200.0,West,3.0,3.0,6.0,2.0,0,6.0,,2.5
1076,19800000,Dhapakhel,126.759,South,4.0,3.0,2.0,2.0,8,20.0,,2.5
1077,29000000,Lubhu,1750.0,South,5.0,4.0,9.0,2.0,0,20.0,,1.0
1079,24500000,Sano,147.8855,North,5.0,3.0,9.0,2.0,0,20.0,,2.5
1080,5500000,Dhangadhi,800.0,North,4.0,1.0,4.0,2.0,0,13.0,,1.0
1082,35000000,Birtabazar,1500.0,East,4.0,1.0,1.0,2.0,0,60.0,,1.0
1083,25000000,Phutung,361.522,East,5.0,4.0,1.0,2.0,0,12.0,,2.5
1085,32000000,Panchetaar,200.70175,East,5.0,4.0,7.0,1.0,7,20.0,,2.5
1088,11000000,Bhainsepati,126.759,South,3.0,2.0,5.0,2.0,0,40.0,,2.0
1089,45000000,Syuchatar,464.783,East,7.0,4.0,1.0,2.0,0,20.0,,3.0
1093,35000000,United,232.3915,West,5.0,4.0,2.0,1.0,10,13.0,,3.0
1096,9100000,Thali,900.0,West,3.0,2.0,6.0,2.0,0,10.0,,2.0
1097,19000000,Imadol,383.439,East,4.0,3.0,8.0,2.0,0,14.0,,2.5
1098,35000000,United,232.3915,South,5.0,4.0,1.0,1.0,10,13.0,,3.0
1100,28000000,Near,126.759,South,8.0,3.0,14.0,2.0,0,25.0,,4.0
1101,32000000,near,4.2,East,8.0,5.0,14.0,2.0,0,20.0,,3.0
1102,40000000,Harisiddhi,338.024,East,8.0,5.0,1.0,2.0,0,12.0,,2.5
1105,28500000,7,295.771,East,1.0,3.0,15.0,2.0,0,20.0,,6.0
1107,37000000,Kapan,257.7433,East,7.0,4.0,11.0,2.0,0,20.0,,3.5
1108,32500000,Tinthana,1500.0,East,8.0,4.0,10.0,2.0,0,16.0,,3.0
1109,22000000,815,4.0,North,5.0,3.0,11.0,2.0,0,20.0,,3.0
1110,150000000,Dhapasi-Height,1352.096,South,4.0,4.0,2.0,1.0,8,9.0,,3.0
1111,20000000,New,7.0,East,8.0,5.0,1.0,2.0,0,13.0,,3.5
1113,26500000,kalanki,169.012,East,1.0,1.0,1.0,2.0,0,13.0,,7.0
1114,30000000,Jorpati,1200.0,East,8.0,3.0,12.0,2.0,0,13.0,,3.0
1115,30000000,Syuchatar,4.5,East,1.0,5.0,14.0,2.0,0,10.0,,3.5
1117,11500000,Makalbari,63.58,East,2.0,2.0,5.0,2.0,0,13.0,,2.5
1118,35000000,Gongabu,169.012,South,8.0,5.0,3.0,3.0,13+,12.0,,3.5
1119,14500000,Sitapaila,135.2096,East,3.0,3.0,1.0,1.0,8,10.0,,2.5
1120,26000000,Tokha,1500.0,East,5.0,4.0,1.0,2.0,0,20.0,,2.5
1122,50000000,Balaju,382.91200000000003,South,8.0,8.0,4.0,3.0,14,10.0,,4.0
1123,31000000,Chabahil,1194.0,East,8.0,5.0,15.0,2.0,0,13.0,,3.5
1124,37500000,Bhimsenthan,169.012,East,8.0,5.0,15.0,2.0,0,12.0,,4.0
1126,28000000,Kapan,169.012,East,7.0,4.0,11.0,2.0,0,13.0,,2.5
1127,15500000,Duwakot,253.518,East,4.0,2.0,2.0,1.0,6,20.0,,1.5
1128,24000000,Kapan,3.5,West,7.0,4.0,13.0,2.0,0,13.0,,3.5
1129,80000000,Nayagaun,507.036,North,7.0,5.0,2.0,2.0,14,20.0,,2.5
1130,16000000,Doleswor,700.0,East,6.0,3.0,7.0,2.0,0,6.0,,3.0
1131,16000000,Hetauda,2151.0,East,2.0,1.0,1.0,2.0,0,13.0,,1.0
1132,27500000,Naikap,169.012,South,5.0,3.0,10.0,2.0,0,13.0,,2.5
1133,13900000,KAPAN,1200.0,North,2.0,1.0,4.0,2.0,0,13.0,,1.0
1134,21500000,Khumaltar,212.31900000000002,South,3.0,3.0,8.0,2.0,0,12.0,,2.5
1135,19000000,Kapan,4.0,West,2.0,1.0,4.0,2.0,0,10.0,,1.0
1136,52500000,Bhairahawa,3380.0,North,8.0,5.0,14.0,4.0,14,42.0,,2.0
1137,130000000,Hadigaon,941.1600000000001,South,4.0,5.0,2.0,2.0,0,13.0,,2.5
1138,15000000,Ranjha,760.554,East,5.0,4.0,8.0,2.0,8,13.0,,2.0
1139,12500000,Townplanning,2.5,South,2.0,1.0,4.0,2.0,0,8.0,,1.0
1140,18000000,Bhatkepati,297.879,South,6.0,3.0,1.0,1.0,9,13.0,,2.5
1142,10500000,Dadathok,383.966,West,3.0,2.0,2.0,2.0,7,13.0,,3.0
1143,20000000,Banasthali,1027.0,North,5.0,3.0,2.0,2.0,12,7.6,,2.5
1144,16000000,Teku,464.783,North,1.0,1.0,1.0,2.0,0,13.0,,4.0
1145,14500000,Mathatirtha,169.012,East,8.0,3.0,10.0,2.0,0,13.0,,2.5
1146,350000000,"Dillibazar,",1500.0,South,7.0,3.0,1.0,2.0,0,10.0,,3.0
1147,140000000,Basundhara,8214.0,North,8.0,3.0,3.0,3.0,0,13.0,,3.0
1148,16000000,Sukedhara,126.759,East,6.0,3.0,2.0,2.0,8,20.0,,2.5
1151,25500000,Syuchatar,425.16499999999996,West,4.0,2.0,7.0,2.0,0,10.0,,2.5
1153,19500000,Imadol,900.0,East,5.0,5.0,9.0,2.0,9,13.0,,2.5
1156,19900000,Sanagaun,297.879,East,8.0,4.0,2.0,2.0,11,12.0,,2.5
1157,22000000,bhangal,297.879,East,7.0,5.0,11.0,2.0,0,13.0,,2.5
1158,12000000,suryabinayak,126.759,East,2.0,1.0,1.0,1.0,1,12.0,,1.0
1159,23000000,Sipadol,297.352,South,5.0,3.0,3.0,2.0,9,12.0,,2.5
1160,11500000,Tikathali,255.626,East,3.0,1.0,1.0,1.0,4,12.0,,1.5
1161,19000000,Jharankhu,0.0,East,7.0,4.0,2.0,2.0,11,13.0,,2.5
1162,27000000,Kapan,169.012,East,5.0,5.0,10.0,2.0,10,13.0,,2.5
1163,35000000,Sukedhara,446.555,north,9.0,4.0,3.0,3.0,0,12.0,,3.5
1165,30000000,Sanepa,340.132,East,6.0,5.0,2.0,2.0,1,12.0,,2.5
